Date,Open,High,Low,Close,Volume
2016/3/14,3039.569,3106.8,3034,3065.69,11710865500
2016/3/11,2990.214,3026.437,2982.172,3018.284,7333356400
2016/3/10,3056.21,3074.16,3012.691,3013.146,7607219700
2016/3/9,3045.924,3072.916,3020.134,3071.907,11146624500
2016/3/8,3100.149,3109.25,3001.829,3107.673,13623574200
2016/3/7,3108.999,3130.903,3083.584,3104.84,13246203700
2016/3/4,3047.537,3101.656,3032.424,3093.89,21917253400
2016/3/3,3050.389,3078.444,3040.246,3058.422,17310574400
2016/3/2,2933.921,3054.724,2933.116,3051.333,17597234700
2016/3/1,2881.335,2950.436,2863.323,2930.694,11604591800
2016/2/29,2939.58,2939.875,2821.215,2877.467,12934102000
2016/2/26,2942.095,2964.385,2902.948,2948.031,10694972900
2016/2/25,3104.41,3104.436,2905.457,2918.75,15782975200
2016/2/24,3077.606,3109.545,3055.251,3109.545,11178265000
2016/2/23,3117.203,3119.221,3061.429,3089.363,11256739100
2016/2/22,3083.933,3128.207,3071.329,3118.868,14094696800
2016/2/19,3047.942,3065.968,3032.634,3051.585,8733801200
2016/2/18,3079.527,3093.513,3049.841,3053.699,12440146400
2016/2/17,3034.09,3065.785,3027.046,3063.32,12829160700
2016/2/16,2962.187,3042.089,2962.187,3037.035,11257964300
2016/2/15,2888.428,2961.493,2886.018,2946.707,7291943400
2016/2/5,2982.056,2988.36,2962.847,2963.789,7685080800
2016/2/4,2960.334,2999.206,2960.207,2984.76,9177972400
2016/2/3,2931.288,2954.71,2909.898,2948.639,7738900000
2016/2/2,2901.528,2972.426,2901.512,2961.334,8860196300
2016/2/1,2939.04,2944.517,2869.561,2901.048,8679534200
2016/1/29,2855.598,2965.309,2854.371,2946.09,11330425900
2016/1/28,2909.334,2941.887,2841.844,2853.756,9922275600
2016/1/27,2953.183,2963.544,2839.29,2930.352,13222936600
2016/1/26,3099.596,3106.53,2934.647,2940.509,12693392100
2016/1/25,3129.028,3149.332,3105.1,3128.886,8154006100
2016/1/22,3114.895,3132.171,3053.958,3113.463,8995108700
2016/1/21,3136.384,3202.538,3081.345,3081.345,11118973300
2016/1/20,3204.218,3225.95,3154.426,3174.378,13065050400
2016/1/19,3132.705,3227.908,3119.216,3223.125,12765389300
2016/1/18,3068.235,3165.616,3066.727,3130.729,10112838600
2016/1/15,3200.888,3216.798,3101.052,3118.73,12460177900
2016/1/14,3076.645,3226.658,3072.039,3221.571,13453767100
2016/1/13,3240.484,3257.295,3155.879,3155.879,12066649400
2016/1/12,3214.823,3242.253,3174.55,3215.71,12822579600
2016/1/11,3303.125,3342.481,3192.45,3192.45,17463838700
2016/1/8,3371.871,3418.851,3237.931,3361.563,18595945100
2016/1/7,3481.15,3481.15,3284.737,3294.384,4410264100
2016/1/6,3482.406,3543.739,3468.467,3539.808,14596614400
2016/1/5,3382.177,3518.217,3377.28,3478.78,16211698400
2016/1/4,3725.856,3726.245,3468.949,3469.066,11537067400
2015/12/31,3760.904,3772.617,3727.325,3731.005,10187355600
2015/12/30,3762.914,3765.657,3726.278,3765.175,10562995500
2015/12/29,3723.05,3762.052,3710.48,3761.875,10188555500
2015/12/28,3847.532,3853.389,3727.632,3727.632,15398844000
2015/12/25,3832.085,3848.025,3813.204,3838.201,11962401300
2015/12/24,3858.135,3867.679,3787.084,3829.402,14718139700
2015/12/23,3877.872,3926.686,3862.965,3866.381,20701714700
2015/12/22,3872.098,3880.468,3841.593,3876.733,18030366100
2015/12/21,3762.097,3877.82,3759.989,3865.965,21743527500
2015/12/18,3754.96,3810.218,3750.925,3767.913,17346598000
2015/12/17,3712.783,3768.844,3709.851,3755.888,17792407500
2015/12/16,3703.95,3713.09,3677.45,3685.44,11134272300
2015/12/15,3707.73,3717.357,3679.23,3694.389,12648171000
2015/12/14,3573.884,3712.503,3570.998,3711.322,15176911900
2015/12/11,3605.372,3630.744,3578.146,3608.059,11032248100
2015/12/10,3634.366,3678.318,3615.991,3623.084,12021562500
2015/12/9,3613.42,3655.159,3611.49,3635.938,11332542200
2015/12/8,3668.839,3668.839,3619.445,3623.02,12578108300
2015/12/7,3681.582,3699.337,3658.578,3687.607,11388315000
2015/12/4,3719.734,3726.124,3667.291,3677.592,15119952200
2015/12/3,3709.547,3758.446,3693.137,3749.299,19776212600
2015/12/2,3587.758,3725.854,3573.403,3721.955,21353886500
2015/12/1,3562.319,3617.305,3536.116,3591.696,13653655400
2015/11/30,3554.89,3587.97,3455.068,3566.412,17320116300
2015/11/27,3739.096,3742.742,3534.39,3556.992,20893935800
2015/11/26,3795.245,3805.844,3756.823,3759.429,17352546800
2015/11/25,3747.759,3781.857,3735.716,3781.607,15194494100
2015/11/24,3745.761,3754.169,3702.737,3753.889,14338328300
2015/11/23,3774.436,3802.851,3743.405,3753.335,17562681200
2015/11/20,3778.884,3793.545,3757.026,3774.383,18695168900
2015/11/19,3725.622,3775.232,3714.675,3774.969,15463198900
2015/11/18,3760.456,3771.847,3706.31,3715.58,18568949500
2015/11/17,3790.426,3852.774,3750.157,3758.387,24853307100
2015/11/16,3682.735,3764.409,3680.073,3764.126,16169090100
2015/11/13,3756.204,3793.713,3727.585,3746.242,20348989100
2015/11/12,3841.738,3843.9,3771.274,3795.324,21753764700
2015/11/11,3828.448,3843.112,3781.41,3833.646,23223429600
2015/11/10,3806.669,3876.49,3798.821,3833.238,28651960300
2015/11/9,3796.379,3891.773,3796.379,3840.355,35680482300
2015/11/6,3698.342,3801.705,3694.657,3793.374,29875307600
2015/11/5,3630.782,3781.409,3627.301,3705.97,39804656800
2015/11/4,3477.159,3628.538,3477.159,3628.538,20542386500
2015/11/3,3484.722,3501.704,3452.62,3465.493,10140187600
2015/11/2,3489.225,3543.45,3474.712,3475.962,13000256800
2015/10/30,3530.223,3574.473,3497.568,3534.079,13914191400
2015/10/29,3539.978,3561.814,3507.966,3533.307,12701044600
2015/10/28,3575.805,3598.172,3517.21,3524.92,17097709800
2015/10/27,3569.449,3601.053,3486.102,3592.879,19205614000
2015/10/26,3614.702,3620.756,3561.192,3589.261,20424886300
2015/10/23,3536.843,3581.836,3515.822,3571.241,19829447800
2015/10/22,3453.201,3530.766,3442.307,3524.534,18430558000
2015/10/21,3580.838,3601.243,3417.412,3473.254,28207605000
2015/10/20,3527.875,3577.798,3510.437,3577.703,17902510800
2015/10/19,3548.953,3572.995,3502.505,3534.182,20760674400
2015/10/16,3508.518,3537.539,3487.104,3534.065,20896470900
2015/10/15,3403.389,3486.815,3402.316,3486.815,17115829900
2015/10/14,3431.135,3458.702,3403.231,3406.112,15217393800
2015/10/13,3422.477,3452.045,3413.967,3445.043,14543378600
2015/10/12,3351.139,3486.631,3347.251,3447.693,22140046800
2015/10/9,3302.36,3352.379,3293.965,3340.116,12435250000
2015/10/8,3324.981,3337.331,3294.605,3296.482,13208176800
2015/9/30,3195.901,3223.908,3186.767,3202.948,7855934900
2015/9/29,3197.221,3208.417,3159.042,3178.854,8715063300
2015/9/28,3226.607,3246.554,3186.507,3242.752,7421946800
2015/9/25,3272.665,3290.858,3201.914,3231.951,12141927800
2015/9/24,3278.896,3300.857,3255.902,3284.999,10201123800
2015/9/23,3290.071,3315.935,3253.333,3263.028,12317143900
2015/9/22,3312.366,3371.414,3303.184,3339.03,14622198500
2015/9/21,3222.603,3312.55,3211.934,3308.247,12278866800
2015/9/18,3254.443,3280.877,3227.834,3251.273,10690348100
2015/9/17,3287.657,3354.905,3236.999,3236.999,16940188100
2015/9/16,3149.158,3345.918,3131.37,3309.248,15970999400
2015/9/15,3208.744,3240.079,3131.98,3152.232,14355564100
2015/9/14,3367.642,3373.921,3187.566,3281.132,20545725100
2015/9/11,3349.877,3383.134,3315.478,3347.188,10854750800
2015/9/10,3349.281,3398.316,3337.311,3357.561,14488297100
2015/9/9,3344.824,3426.651,3330.29,3399.305,22046742100
2015/9/8,3221.789,3340.219,3170.807,3334.023,15459963100
2015/9/7,3347.293,3422.225,3240.243,3250.485,20422443100
2015/9/2,3220.851,3387.02,3213.637,3365.832,34778941200
2015/9/1,3296.529,3370.504,3190.578,3362.083,35245852800
2015/8/31,3307.396,3368.279,3205.537,3366.536,28025040300
2015/8/28,3246.236,3353.244,3223.622,3342.286,29949842600
2015/8/27,3092.812,3206.724,3028.398,3205.638,26729493000
2015/8/26,3062.566,3192.932,2952.008,3025.692,30827062300
2015/8/25,3070.007,3200.108,3019.556,3042.927,27608130600
2015/8/24,3454.598,3468.149,3266.55,3275.534,25543665200
2015/8/21,3714.289,3757.779,3578.175,3589.536,21798640300
2015/8/20,3848.403,3880.824,3761.454,3761.454,21216796500
2015/8/19,3748.266,3898.74,3668.192,3886.136,26904983900
2015/8/18,4084.311,4103.054,3816.554,3825.412,31988107000
2015/8/17,4058.113,4081.772,4009.99,4077.872,25693963800
2015/8/14,4097.918,4113.159,4056.727,4073.54,25339299600
2015/8/13,4010.013,4075.7,3967.821,4075.463,24283697900
2015/8/12,4025.674,4078.03,4015.355,4016.126,25514619600
2015/8/11,4083.589,4110.133,4042.004,4066.669,32203419100
2015/8/10,3947.472,4101.731,3932.842,4084.365,30678054000
2015/8/7,3866.43,3926.649,3857.908,3906.945,18334915300
2015/8/6,3802.928,3888.693,3793.237,3831.852,14727869400
2015/8/5,3937.623,3962.277,3858.66,3866.9,20048426900
2015/8/4,3827.373,3948.449,3801.028,3948.155,22023655600
2015/8/3,3766.072,3829.235,3742.578,3829.235,24580503000
2015/7/31,3777.155,3863.624,3757.989,3816.699,22237676700
2015/7/30,3915.78,3968.534,3802.882,3815.412,27154866500
2015/7/29,3839.959,3934.003,3769.189,3930.379,27697284500
2015/7/28,3690.974,3883.446,3627.421,3811.093,38352721600
2015/7/27,4097.796,4156.313,3817.169,3818.731,36505451100
2015/7/24,4255.198,4299.65,4154.617,4176.279,39204537300
2015/7/23,4158.932,4262.062,4148.824,4250.805,35447175900
2015/7/22,4148.56,4187.431,4094.712,4157.16,31894599700
2015/7/21,4109.761,4201.482,4081.704,4166.006,31837494500
2015/7/20,4157.06,4221.693,4106.389,4160.612,35267347200
2015/7/17,4023.757,4190.186,4000.231,4151.496,33110713100
2015/7/16,3949.639,4067.022,3856.321,3997.356,33053134500
2015/7/15,4068.88,4114.243,3899.508,3966.759,42195636700
2015/7/14,4178.63,4258.513,4062.5,4112.149,45442200900
2015/7/13,4132.231,4278.161,4072.43,4211.812,50209218600
2015/7/10,3916.272,4179.111,3887.551,4106.556,50070180200
2015/7/9,3621.68,3930.264,3537.826,3897.626,50387061000
2015/7/8,3651.06,3762.622,3612.254,3663.038,58146709700
2015/7/7,3877.854,3960.636,3743.624,3928.003,67938500700
2015/7/6,4218.266,4218.266,3832.468,3998.537,64809453000
2015/7/3,4017.202,4164.629,3785.902,3885.917,42930085000
2015/7/2,4287.734,4312.19,4000.061,4107.996,45706219400
2015/7/1,4408.984,4526.127,4235.696,4253.021,43172141100
2015/6/30,4161.067,4475.767,4016.013,4472.998,52704528000
2015/6/29,4446.842,4451.166,4000.926,4191.549,52566248200
2015/6/26,4573.872,4650.186,4278.675,4336.195,44663979000
2015/6/25,4906.242,4919.263,4667.224,4706.516,44613598200
2015/6/24,4811.595,4883.732,4744.306,4880.126,43463872300
2015/6/23,4641.425,4786.955,4455.33,4786.091,36508794400
2015/6/19,4847.057,4910.45,4634.691,4637.052,35810474400
2015/6/18,5107.695,5121.218,4926.429,4930.549,36439581400
2015/6/17,5072.306,5158.367,4949.293,5138.831,39712418700
2015/6/16,5165.025,5204.303,5015.265,5064.821,41167563800
2015/6/15,5354.014,5362.452,5207.308,5221.167,47574570300
2015/6/12,5329.278,5351.648,5283.086,5335.115,43013138600
2015/6/11,5305.141,5329.295,5248.163,5306.59,39233875500
2015/6/10,5254.304,5374.83,5209.68,5309.112,44216567600
2015/6/9,5379.47,5380.426,5251.208,5317.461,57042726300
2015/6/8,5259.408,5370.609,5202.595,5353.751,63731323700
2015/6/5,5254.905,5288.34,5104.178,5230.552,54596119600
2015/6/4,5156.012,5194.233,4863.465,5181.416,48276726800
2015/6/3,5176.597,5186.967,5059.495,5143.59,41425827000
2015/6/2,5091.272,5162.556,5047.081,5161.87,41297319600
2015/6/1,4862.756,5079.319,4835.774,5076.179,41750374100
