Date,Open,High,Low,Close,Volume,MA5,MA20,MA60
2015/9/2,3220.851,3387.02,3213.637,3365.832,34778941200,3328.475,3659.0949,4092.1057
2015/9/7,3347.293,3422.225,3240.243,3250.485,20422443100,3337.4444,3630.02655,4057.79525
2015/9/8,3221.789,3340.219,3170.807,3334.023,15459963100,3335.7918,3601.38045,4024.91913333
2015/9/9,3344.824,3426.651,3330.29,3399.305,22046742100,3342.3456,3567.12745,3992.65563333
2015/9/10,3349.281,3398.316,3337.311,3357.561,14488297100,3341.4412,3531.67205,3961.59553333
2015/9/11,3349.877,3383.134,3315.478,3347.188,10854750800,3337.7124,3498.22515,3932.96831667
2015/9/14,3367.642,3373.921,3187.566,3281.132,20545725100,3343.8418,3458.5086,3902.00666667
2015/9/15,3208.744,3240.079,3131.98,3152.232,14355564100,3307.4836,3412.4432,3872.36805
2015/9/16,3149.158,3345.918,3131.37,3309.248,15970999400,3289.4722,3374.012,3850.23798333
2015/9/17,3287.657,3354.905,3236.999,3236.999,16940188100,3265.3598,3344.59135,3824.41978333
2015/9/18,3254.443,3280.877,3227.834,3251.273,10690348100,3246.1768,3312.8482,3797.27223333
2015/9/21,3222.603,3312.55,3211.934,3308.247,12278866800,3251.5998,3290.18785,3773.96775
2015/9/22,3312.366,3371.414,3303.184,3339.03,14622198500,3288.9594,3277.66255,3757.34833333
2015/9/23,3290.071,3315.935,3253.333,3263.028,12317143900,3279.7154,3277.03725,3741.87298333
2015/9/24,3278.896,3300.857,3255.902,3284.999,10201123800,3289.3154,3289.14085,3722.073
2015/9/25,3272.665,3290.858,3201.914,3231.951,12141927800,3285.451,3299.4538,3705.05516667
2015/9/28,3226.607,3246.554,3186.507,3242.752,7421946800,3272.352,3301.3095,3690.63443333
2015/9/29,3197.221,3208.417,3159.042,3178.854,8715063300,3240.3168,3293.1379,3678.85005
2015/9/30,3195.901,3223.908,3186.767,3202.948,7855934900,3228.3008,3284.9585,3665.59023333
2015/10/8,3324.981,3337.331,3294.605,3296.482,13208176800,3230.5974,3281.67845,3655.06488333
2015/10/9,3302.36,3352.379,3293.965,3340.116,12435250000,3252.2304,3280.39265,3649.68285
2015/10/12,3351.139,3486.631,3347.251,3447.693,22140046800,3293.2186,3290.25305,3642.18396667
2015/10/13,3422.477,3452.045,3413.967,3445.043,14543378600,3346.4564,3295.80405,3631.15875
2015/10/14,3431.135,3458.702,3403.231,3406.112,15217393800,3387.0892,3296.1444,3617.73041667
2015/10/15,3403.389,3486.815,3402.316,3486.815,17115829900,3425.1558,3302.6071,3607.30818333
2015/10/16,3508.518,3537.539,3487.104,3534.065,20896470900,3463.9456,3311.95095,3600.09661667
2015/10/19,3548.953,3572.995,3502.505,3534.182,20760674400,3481.2434,3324.60345,3592.37705
2015/10/20,3527.875,3577.798,3510.437,3577.703,17902510800,3507.7754,3345.877,3582.81383333
2015/10/21,3580.838,3601.243,3417.412,3473.254,28207605000,3521.2038,3354.0773,3571.35786667
2015/10/22,3453.201,3530.766,3442.307,3524.534,18430558000,3528.7476,3368.45405,3560.66666667
2015/10/23,3536.843,3581.836,3515.822,3571.241,19829447800,3536.1828,3384.45245,3550.90135
2015/10/26,3614.702,3620.756,3561.192,3589.261,20424886300,3547.1986,3398.50315,3539.87561667
2015/10/27,3569.449,3601.053,3486.102,3592.879,19205614000,3550.2338,3411.1956,3530.15228333
2015/10/28,3575.805,3598.172,3517.21,3524.92,17097709800,3560.567,3424.2902,3525.25543333
2015/10/29,3539.978,3561.814,3507.966,3533.307,12701044600,3562.3216,3436.7056,3520.62566667
2015/10/30,3530.223,3574.473,3497.568,3534.079,13914191400,3554.8892,3451.812,3514.02066667
2015/11/2,3489.225,3543.45,3474.712,3475.962,13000256800,3532.2294,3463.4725,3508.36316667
2015/11/3,3484.722,3501.704,3452.62,3465.493,10140187600,3506.7522,3477.80445,3502.50973333
2015/11/4,3477.159,3628.538,3477.159,3628.538,20542386500,3527.4758,3499.08395,3499.16478333
2015/11/5,3630.782,3781.409,3627.301,3705.97,39804656800,3562.0084,3519.55835,3495.12836667
2015/11/6,3698.342,3801.705,3694.657,3793.374,29875307600,3613.8674,3542.22125,3493.90293333
2015/11/9,3796.379,3891.773,3796.379,3840.355,35680482300,3686.746,3561.85435,3494.04465
2015/11/10,3806.669,3876.49,3798.821,3833.238,28651960300,3760.295,3581.2641,3492.8162
2015/11/11,3828.448,3843.112,3781.41,3833.646,23223429600,3801.3166,3602.6408,3488.63755
2015/11/12,3841.738,3843.9,3771.274,3795.324,21753764700,3819.1874,3618.06625,3484.11513333
2015/11/13,3756.204,3793.713,3727.585,3746.242,20348989100,3809.761,3628.6751,3479.61706667
2015/11/16,3682.735,3764.409,3680.073,3764.126,16169090100,3794.5152,3640.1723,3474.42811667
2015/11/17,3790.426,3852.774,3750.157,3758.387,24853307100,3779.545,3649.2065,3469.17556667
2015/11/18,3760.456,3771.847,3706.31,3715.58,18568949500,3755.9318,3661.3228,3463.13736667
2015/11/19,3725.622,3775.232,3714.675,3774.969,15463198900,3751.8608,3673.84455,3462.29665
2015/11/20,3778.884,3793.545,3757.026,3774.383,18695168900,3757.489,3684.00165,3460.4341
2015/11/23,3774.436,3802.851,3743.405,3753.335,17562681200,3755.3308,3692.20535,3460.29878333
2015/11/24,3745.761,3754.169,3702.737,3753.889,14338328300,3754.4312,3700.25585,3463.038
2015/11/25,3747.759,3781.857,3735.716,3781.607,15194494100,3767.6366,3713.0902,3471.47255
2015/11/26,3795.245,3805.844,3756.823,3759.429,17352546800,3764.5286,3724.3963,3483.41425
2015/11/27,3739.096,3742.742,3534.39,3556.992,20893935800,3721.0504,3725.54195,3492.26925
2015/11/30,3554.89,3587.97,3455.068,3566.412,17320116300,3683.6658,3730.06445,3498.28215
2015/12/1,3562.319,3617.305,3536.116,3591.696,13653655400,3651.2272,3736.3746,3502.43898333
2015/12/2,3587.758,3725.854,3573.403,3721.955,21353886500,3639.2968,3741.04545,3508.36263333
2015/12/3,3709.547,3758.446,3693.137,3749.299,19776212600,3637.2708,3743.2119,3514.81623333
2015/12/4,3719.734,3726.124,3667.291,3677.592,15119952200,3661.3908,3737.4228,3520.01223333
2015/12/7,3681.582,3699.337,3658.578,3687.607,11388315000,3685.6298,3729.7854,3527.2976
2015/12/8,3668.839,3668.839,3619.445,3623.02,12578108300,3691.8946,3719.2745,3532.11421667
2015/12/9,3613.42,3655.159,3611.49,3635.938,11332542200,3674.6912,3709.3891,3536.0581
2015/12/10,3634.366,3678.318,3615.991,3623.084,12021562500,3649.4482,3700.7771,3540.48348333
2015/12/11,3605.372,3630.744,3578.146,3608.059,11032248100,3635.5416,3693.86795,3544.83133333
2015/12/14,3573.884,3712.503,3570.998,3711.322,15176911900,3640.2846,3691.22775,3552.00116667
2015/12/15,3707.73,3717.357,3679.23,3694.389,12648171000,3654.5584,3688.02785,3561.03711667
2015/12/16,3703.95,3713.09,3677.45,3685.44,11134272300,3664.4588,3686.52085,3567.30698333
2015/12/17,3712.783,3768.844,3709.851,3755.888,17792407500,3691.0196,3685.5668,3575.95513333
2015/12/18,3754.96,3810.218,3750.925,3767.913,17346598000,3722.9904,3685.2433,3584.5658
2015/12/21,3762.097,3877.82,3759.989,3865.965,21743527500,3753.919,3690.8748,3593.8611
2015/12/22,3872.098,3880.468,3841.593,3876.733,18030366100,3790.3878,3697.017,3602.82281667
2015/12/23,3877.872,3926.686,3862.965,3866.381,20701714700,3826.576,3701.2557,3612.8787
2015/12/24,3858.135,3867.679,3787.084,3829.402,14718139700,3841.2788,3704.75435,3621.95208333
2015/12/25,3832.085,3848.025,3813.204,3838.201,11962401300,3855.3364,3718.8148,3632.05625
2015/12/28,3847.532,3853.389,3727.632,3727.632,15398844000,3827.6698,3726.8758,3640.13758333
2015/12/29,3723.05,3762.052,3710.48,3761.875,10188555500,3804.6982,3735.38475,3649.8546
2015/12/30,3762.914,3765.657,3726.278,3765.175,10562995500,3784.457,3737.54575,3659.22505
2015/12/31,3760.904,3772.617,3727.325,3731.005,10187355600,3764.7776,3736.63105,3666.4671
2016/1/4,3725.856,3726.245,3468.949,3469.066,11537067400,3690.9506,3726.20475,3668.61626667
2016/1/5,3382.177,3518.217,3377.28,3478.78,16211698400,3641.1802,3715.7634,3669.13438333
2016/1/6,3482.406,3543.739,3468.467,3539.808,14596614400,3596.7668,3711.6028,3670.7138
2016/1/7,3481.15,3481.15,3284.737,3294.384,4410264100,3502.6086,3694.5251,3668.85166667
2016/1/8,3371.871,3418.851,3237.931,3361.563,18595945100,3428.7202,3681.44905,3666.76413333
2016/1/11,3303.125,3342.481,3192.45,3192.45,17463838700,3373.397,3660.6686,3661.07055
2016/1/12,3214.823,3242.253,3174.55,3215.71,12822579600,3320.783,3635.888,3655.76268333
2016/1/13,3240.484,3257.295,3155.879,3155.879,12066649400,3243.9972,3608.9625,3648.73228333
2016/1/14,3076.645,3226.658,3072.039,3221.571,13453767100,3229.4346,3585.76905,3644.53756667
2016/1/15,3200.888,3216.798,3101.052,3118.73,12460177900,3180.868,3553.91115,3637.77416667
2016/1/18,3068.235,3165.616,3066.727,3130.729,10112838600,3168.5238,3522.05195,3630.4323
2016/1/19,3132.705,3227.908,3119.216,3223.125,12765389300,3170.0068,3489.90995,3624.33003333
2016/1/20,3204.218,3225.95,3154.426,3174.378,13065050400,3173.7066,3454.7922,3617.35501667
2016/1/21,3136.384,3202.538,3081.345,3081.345,11118973300,3145.6614,3415.5404,3609.9621
2016/1/22,3114.895,3132.171,3053.958,3113.463,8995108700,3144.608,3379.74345,3602.9647
2016/1/25,3129.028,3149.332,3105.1,3128.886,8154006100,3144.2394,3344.2777,3596.21148333
2016/1/26,3099.596,3106.53,2934.647,2940.509,12693392100,3087.7162,3304.92155,3587.28726667
2016/1/27,2953.183,2963.544,2839.29,2930.352,13222936600,3038.911,3263.3454,3578.36825
2016/1/28,2909.334,2941.887,2841.844,2853.756,9922275600,2993.3932,3217.77445,3565.45521667
2016/1/29,2855.598,2965.309,2854.371,2946.09,11330425900,2959.9186,3178.5287,3552.79055
2016/2/1,2939.04,2944.517,2869.561,2901.048,8679534200,2914.351,3150.1278,3537.91845
2016/2/2,2901.528,2972.426,2901.512,2961.334,8860196300,2918.516,3124.2555,3523.2681
2016/2/3,2931.288,2954.71,2909.898,2948.639,7738900000,2922.1734,3094.69705,3508.52478333
2016/2/4,2960.334,2999.206,2960.207,2984.76,9177972400,2948.3742,3079.21585,3494.37668333
2016/2/5,2982.056,2988.36,2962.847,2963.789,7685080800,2951.914,3059.32715,3480.51776667
2016/2/15,2888.428,2961.493,2886.018,2946.707,7291943400,2961.0458,3047.04,3467.19218333
2016/2/16,2962.187,3042.089,2962.187,3037.035,11257964300,2976.186,3038.10625,3455.074
2016/2/17,3034.09,3065.785,3027.046,3063.32,12829160700,2999.1222,3033.4783,3443.48955
2016/2/18,3079.527,3093.513,3049.841,3053.699,12440146400,3012.91,3025.0847,3432.4582
2016/2/19,3047.942,3065.968,3032.634,3051.585,8733801200,3030.4692,3021.72745,3420.4018
2016/2/22,3083.933,3128.207,3071.329,3118.868,14094696800,3064.9014,3021.1344,3409.47655
2016/2/23,3117.203,3119.221,3061.429,3089.363,11256739100,3075.367,3014.4463,3398.41035
2016/2/24,3077.606,3109.545,3055.251,3109.545,11178265000,3084.612,3011.20465,3387.67128333
2016/2/25,3104.41,3104.436,2905.457,2918.75,15782975200,3057.6222,3003.0749,3373.29033333
2016/2/26,2942.095,2964.385,2902.948,2948.031,10694972900,3036.9114,2994.8033,3359.76703333
2016/2/29,2939.58,2939.875,2821.215,2877.467,12934102000,2988.6312,2982.23235,3348.44161667
2016/3/1,2881.335,2950.436,2863.323,2930.694,11604591800,2956.8974,2981.7416,3337.84631667
2016/3/2,2933.921,3054.724,2933.116,3051.333,17597234700,2945.255,2987.79065,3328.84026667
2016/3/3,3050.389,3078.444,3040.246,3058.422,17310574400,2973.1894,2998.02395,3317.78138333
2016/3/4,3047.537,3101.656,3032.424,3093.89,21917253400,3002.3612,3005.41395,3306.8579
2016/3/7,3108.999,3130.903,3083.584,3104.84,13246203700,3047.8358,3015.60355,3297.31203333
2016/3/8,3100.149,3109.25,3001.829,3107.673,13623574200,3083.2316,3022.9205,3287.64646667
2016/3/9,3045.924,3072.916,3020.134,3071.907,11146624500,3087.3464,3029.0839,3278.46125
2016/3/10,3056.21,3074.16,3012.691,3013.146,7607219700,3078.2912,3030.5032,3268.08138333
2016/3/11,2990.214,3026.437,2982.172,3018.284,7333356400,3063.17,3033.22795,3258.00138333
2016/3/14,3039.569,3106.8,3034.0,3065.69,11710865500,3055.34,3039.1771,3248.9619
2016/3/15,3061.343,3077.085,3028.578,3074.78,9831194100,3048.7614,3041.06435,3238.35286667
2016/3/16,3068.866,3100.352,3064.521,3090.033,12473644800,3052.3866,3042.4,3228.28026667
2016/3/17,3096.808,3147.841,3077.572,3124.204,12166177700,3074.5982,3045.92525,3218.92633333
2016/3/18,3136.223,3197.668,3130.102,3171.963,19730256400,3105.334,3051.94415,3209.19425
2016/3/21,3203.293,3267.775,3198.361,3249.437,23326946400,3142.0834,3058.4726,3200.55298333
2016/3/22,3231.615,3249.677,3218.728,3225.79,16102089700,3172.2854,3065.29395,3189.8834
2016/3/23,3217.729,3242.247,3202.976,3236.092,12567928600,3201.4972,3071.6213,3179.20605
2016/3/24,3211.496,3221.906,3181.813,3181.851,13313112200,3213.0266,3084.77635,3167.79721667
2016/3/25,3176.81,3204.442,3174.318,3197.817,9739533000,3218.1974,3097.26565,3157.2708
2016/3/28,3206.953,3229.624,3161.878,3169.728,10344193300,3202.2556,3111.8787,3146.12958333
2016/3/29,3171.314,3178.075,3122.761,3135.41,9729474700,3184.1796,3122.1145,3136.25921667
2016/3/30,3161.289,3216.676,3161.289,3216.275,11780251200,3180.2162,3130.3616,3127.16588333
2016/3/31,3229.2,3241.927,3208.665,3218.088,12155207400,3187.4636,3138.3449,3118.04776667
2016/4/1,3213.674,3222.612,3165.856,3221.895,11812213900,3192.2792,3144.74515,3109.5626
2016/4/5,3211.305,3271.93,3205.207,3264.486,14604777200,3211.2308,3152.72745,3106.15293333
2016/4/6,3250.522,3267.64,3236.196,3257.528,12019630500,3235.6544,3160.2202,3102.4654
2016/4/7,3266.288,3270.82,3208.644,3209.29,11240946700,3234.2574,3167.08935,3096.95676667
2016/4/8,3189.846,3197.774,3163.305,3185.726,10100562500,3227.785,3175.71835,3095.1458
2016/4/11,3213.507,3251.572,3213.507,3230.096,12521270900,3229.4252,3186.30895,3092.95468333
2016/4/12,3227.367,3232.264,3198.903,3218.45,9286943700,3220.218,3193.94695,3093.38801667
2016/4/13,3237.858,3296.523,3237.858,3261.383,19561386600,3220.989,3203.2771,3094.14923333
2016/4/14,3277.098,3286.072,3252.05,3275.832,11315732700,3234.2974,3212.56705,3096.14845
2016/4/15,3279.857,3282.985,3261.73,3272.205,9980752900,3251.5932,3219.9671,3096.99235
2016/4/18,3252.671,3252.671,3221.662,3228.453,9709006900,3251.2646,3222.7916,3098.82106667
2016/4/19,3243.971,3250.725,3221.577,3238.303,8087144000,3255.2352,3222.2349,3100.61396667
2016/4/20,3244.142,3248.422,3107.369,3181.026,16220785800,3239.1638,3219.9967,3099.91231667
2016/4/21,3160.796,3198.557,3150.94,3160.603,10475265100,3216.118,3216.22225,3099.68273333
2016/4/22,3142.561,3175.38,3137.993,3174.901,7707849200,3196.6572,3215.87475,3101.242
2016/4/25,3164.738,3172.269,3137.113,3162.033,6751935100,3183.3732,3214.08555,3102.0515
2016/4/26,3159.771,3181.095,3150.404,3179.161,5902073400,3171.5448,3214.5572,3102.88941667
2016/4/27,3181.931,3188.826,3162.691,3165.916,6000414700,3168.5228,3216.0825,3106.6462
2016/4/28,3169.333,3174.766,3135.643,3160.581,6987066000,3168.5184,3213.2978,3110.48335
2016/4/29,3153.537,3171.289,3149.397,3156.745,5802977600,3164.8872,3210.23065,3115.53316667
2016/5/3,3159.823,3218.485,3151.405,3213.54,9816483500,3175.1886,3209.8129,3119.99066667
2016/5/4,3203.465,3222.882,3198.292,3209.461,9086240800,3181.2486,3207.06165,3125.13088333
2016/5/5,3204.169,3217.282,3196.566,3213.92,7473368100,3190.8494,3204.88125,3129.34065
2016/5/6,3213.136,3216.893,3130.147,3130.354,10868024000,3184.804,3200.93445,3132.36923333
2016/5/9,3115.43,3115.43,3055.005,3065.615,9923047700,3166.578,3194.9289,3133.71681667
2016/5/10,3055.211,3084.724,3055.183,3069.112,6884993500,3137.6924,3186.8797,3135.4722
2016/5/11,3080.636,3102.876,3063.088,3082.808,8179425800,3112.3618,3180.0976,3137.74055
2016/5/12,3059.383,3095.348,3035.022,3090.137,7876572600,3087.6052,3171.5353,3138.62558333
2016/5/13,3081.679,3103.095,3064.691,3074.935,6262975500,3076.5214,3161.49045,3138.81916667
2016/5/16,3064.526,3095.555,3053.661,3095.308,5946185600,3082.46,3152.6456,3139.51265
2016/5/17,3095.522,3105.201,3073.459,3086.024,6527812500,3085.8424,3145.52415,3140.08663333
2016/5/18,3071.529,3072.612,3039.461,3068.035,8271536900,3082.8878,3137.01075,3139.23941667
2016/5/19,3060.342,3086.977,3058.145,3062.5,6044416600,3077.3604,3131.08445,3138.7917
2016/5/20,3047.777,3078.531,3041.516,3078.218,5608084200,3078.017,3126.9652,3138.26958333
2016/5/23,3078.515,3098.478,3076.503,3087.222,5969721600,3076.3998,3122.58125,3141.07745
2016/5/24,3083.244,3083.257,3052.59,3063.555,5873438500,3071.906,3117.65735,3143.00285
2016/5/25,3079.748,3089.102,3054.869,3059.225,5665280300,3070.144,3111.66055,3146.03215
2016/5/26,3056.6,3072.524,3027.444,3064.211,6039298100,3070.4862,3106.5753,3148.25743333
2016/5/27,3059.732,3073.756,3052.179,3062.499,6046875000,3067.3424,3101.6712,3148.44353333
2016/5/30,3056.313,3075.261,3037.664,3066.709,6309857900,3063.2398,3097.1694,3148.58165
2016/5/31,3068.596,3170.926,3068.596,3169.559,13886311100,3084.4406,3094.97035,3149.8428
2016/6/1,3172.961,3181.792,3159.817,3160.547,11314848200,3104.705,3092.52465,3150.77125
2016/6/2,3158.025,3168.824,3151.065,3167.099,8600342700,3125.2826,3090.1836,3151.76168333
2016/6/3,3172.946,3201.749,3162.088,3189.325,10149178300,3150.6478,3093.13215,3153.71865
2016/6/6,3192.779,3197.22,3168.554,3178.788,7669375100,3173.0636,3098.7908,3156.47935
2016/6/7,3182.437,3186.616,3168.179,3177.053,6892831400,3174.5624,3104.18785,3159.1255
2016/6/8,3171.813,3174.971,3148.351,3163.986,7629177500,3175.2502,3108.24675,3160.76376667
